Country,Population_thousands,All_Causes,Diarrhoeal_diseases,Intestinal_nematode_infections,Ascariasis,Trichuriasis,Hookworm_disease,Food-bourne_trematodes,Otitis_media,Maternal_conditions,Preterm_birth_complications,Nutritional_deficiencies,Protein-energy_malnutrition,Iodine_deficiency,Vitamin_A_deficiency,Iron-deficiency_anaemia,Mouth_and_oropharynx_cancers,Lip_and_oral_cavity,Nasopharynx,Other_pharynx,Oesophagus_cancer,Stomach_cancer,Colon_and_rectum_cancers,Liver_cancer,Liver_cancer_secondary_to_hepatitis_B,Liver_cancer_secondary_to_hepatitis_C,Liver_cancer_secondary_to_alcohol_use,Pancreas_cancer,"Trachea,_bronchus,_lung_cancers",Non-melanoma_skin_cancer,Breast_cancer,Cervix_uteri_cancer,Corpus_uteri_cancer,Ovary_cancer,Prostate_cancer,Testicular_cancer,Kidney_cancer,Bladder_cancer,Brain_and_nervous_system_cancers,Gallbladder_and_biliary_tract_cancer,Larynx_cancer,Thyroid_cancer,Mesothelioma,Hodgkin_lymphoma,Non-Hodgkin_lymphoma,Multiple_myeloma,Leukaemia,Diabetes_mellitus,Thalassaemias,Sickle_cell_disorders_and_trait,Depressive_disorders,Major_depressive_disorder,Dysthymia,Bipolar_disorder,Schizophrenia,Alcohol_use_disorders,Opioid_use_disorders,Cocaine_use_disorders,Amphetamine_use_disorders,Cannabis_use_disorders,Anxiety_disorders,Eating_disorders,Autism_and_Asperger_syndrome,Attention_deficit/hyperactivity_syndrome,Conduct_disorder,Idiopathic_intellectual_disability,Alzheimer_disease_and_other_dementias,Parkinson_disease,Epilepsy,Multiple_sclerosis,Migraine,Non-migraine_headache,Glaucoma,Cataracts,Macular_degeneration,Rheumatic_heart_disease,Hypertensive_heart_disease,Ischaemic_heart_disease,Ischaemic_stroke,Haemorrhagic_stroke,"Cardiomyopathy,_myocarditis,_endocarditis",Chronic_obstructive_pulmonary_disease,Asthma,Peptic_ulcer_disease,Cirrhosis_due_to_hepatitis_B,Cirrhosis_due_to_hepatitis_C,Cirrhosis_due_to_alcohol_use,Appendicitis,Gastritis_and_duodenitis,Paralytic_ileus_and_intestinal_obstruction,Inflammatory_bowel_disease,Gallbladder_and_biliary_diseases,Pancreatitis,Acute_glomerulonephritis,Chronic_kidney_disease_due_to_diabetes,Benign_prostatic_hyperplasia,Urolithiasis,Infertility,Gynecological_diseases,Skin_diseases,Rheumatoid_arthritis,Osteoarthritis,Gout,Neural_tube_defects,Cleft_lip_and_cleft_palate,Down_syndrome,Congenital_heart_anomalies,Dental_caries,Periodontal_disease,Edentulism,Sudden_infant_death_syndrome,Poisonings
Libya,6293,1810.663073,13.57622943,0.05498619,0.031974892,0.005163783,0.017847516,-1,2.507249055,1.221906102,41.1464694,19.32367715,1.70120608,3.346642562,0.871847344,13.26108469,3.567661669,0.709375659,2.221425074,0.636860904,1.299473079,4.070410414,14.1775004,6.211544377,1.518525467,3.131780174,0.886646202,6.245581669,20.34150983,0.332904232,10.21583883,3.354677761,0.651607664,2.932232571,3.059746348,0.285293795,2.754165295,3.81279144,5.460805772,3.017041023,1.656168858,0.865124056,0.214939631,2.520986369,5.492799657,1.759547593,9.003973506,64.16816278,3.670064774,3.147547864,42.41752845,36.31344026,6.104088564,10.82005174,7.66644273,5.774424781,21.80864097,0.501416507,0.211396595,0.286380716,30.59261085,2.497879943,8.102331829,0.833527263,6.193884178,6.261086702,28.22746256,2.507335016,9.74402686,1.292826111,31.99699739,9.053217778,1.725721914,3.194323611,1.783958345,4.312513947,6.657479428,197.350872,32.27939186,31.78188949,10.35034248,22.41236452,20.02650391,3.521455613,5.7681596,10.06338928,1.448787604,0.975520443,1.612574461,2.035691912,0.537916049,1.400031239,1.219400999,0.058460709,22.35964638,3.149305351,0.275755021,1.448204976,9.189811105,17.53254261,4.709218203,13.19774409,0.581700204,3.28713458,0.030207912,6.241462764,17.7368279,1.476816706,4.14712427,6.510969362,1.135628045,2.666902376
Lithuania,2908,1223.518057,3.764042005,8.60E-05,8.60E-05,-1,-1,-1,0.850750601,0.311329871,2.569720545,3.456712008,0.328946635,0.901755391,-1,1.992501135,8.778871948,4.441107563,0.530523202,3.807241102,5.29508995,16.19304278,19.96413037,5.486765036,0.489227084,1.549045193,3.254160913,11.08527834,30.65839592,0.820130588,14.44015454,5.75251481,4.130806914,6.797596523,11.81068453,0.451123004,7.647587016,5.143203176,7.769437953,1.789647038,4.006076469,0.610324219,0.221720913,0.514590194,4.3011911,3.010477778,7.179895043,16.49936406,0.604202397,0.147689527,25.92104471,20.62596194,5.295082725,3.913019237,4.465952921,26.89596904,10.35366736,1.041866842,0.692135708,0.160702879,8.290454702,0.694702188,3.283223638,0.203793322,1.568092571,1.678008184,11.61223104,2.6895973,4.515090572,1.323486855,14.37871689,3.678518192,0.831801928,1.845668322,1.135200963,1.937395791,7.445448117,241.9079835,78.00217693,23.93441137,17.27874335,12.63853814,6.375034615,7.639045131,4.505998165,8.32425242,11.41774725,0.285459297,1.209235438,1.062971677,1.084977892,2.20303497,6.685794394,0.025869777,2.623608334,3.066818157,0.441531525,0.575226842,5.168760275,7.64405466,3.765031709,12.49771399,0.684608654,1.36536939,0.023614359,0.621045363,3.161488571,1.161005687,2.163085919,7.942168285,0.468507698,1.115003756
Luxembourg,576,134.95566,0.20739579,-1,-1,-1,-1,-1,0.145669356,0.040453753,0.620951916,0.569520032,0.132338183,0.240397835,-1,0.195758522,0.562205863,0.326295677,0.021170051,0.214740148,0.681291728,1.017231931,2.705375159,1.137943216,0.263326468,0.339715805,0.471669838,1.636111884,5.584578795,0.143291739,2.495187378,0.183486424,0.429162198,0.745318932,0.967380391,0.048906885,0.401384366,0.685629508,1.097072314,0.18698038,0.238758551,0.093595456,0.148378284,0.058339335,0.63622502,0.521062852,1.080321416,3.605052532,0.226885475,0.015180839,3.742094979,2.767628343,0.974466644,1.366116064,1.192928377,1.519583361,0.908386452,0.033505673,0.097842448,0.062492851,2.911581941,0.571906311,0.695171502,0.046964638,0.355274326,0.284871697,3.577451252,0.704779034,0.8325775,0.391335712,3.364369152,0.71326235,0.048642081,0.088085404,0.065380393,0.247621421,0.523756154,9.980781285,2.460823905,2.235490225,0.71261754,4.063356011,2.212912673,0.100265155,0.461540994,0.435196168,1.276039435,0.008660548,0.038358366,0.20733491,0.292870342,0.138080423,0.108879025,0.001146453,0.450979488,0.547340069,0.025409231,0.145768431,0.699886673,1.572997325,0.656771769,1.420661963,0.188876279,0.186857057,0.004049148,0.189824855,0.246892401,0.217172436,0.589312163,1.626113447,0.075085369,0.062597458
Madagascar,24895,10239.23265,670.2347194,34.90002015,19.52292416,9.118536338,6.258559912,-1,21.86208762,195.4533654,476.3663043,610.0688928,418.3853906,22.82905924,0.964658072,138.8945936,36.32308867,22.15052967,4.82039435,9.352164513,28.05326644,18.17078682,31.64933652,19.94456661,8.699446136,5.413921547,3.674544889,8.993258913,24.8402446,0.589408185,41.63162103,70.33196195,2.583126091,5.762382128,27.75040357,1.170841476,7.157717627,9.803835007,10.28984893,2.342673265,5.111846829,2.650575216,0.638677028,4.136528057,27.86953816,4.666347899,27.62219855,100.460712,1.662158044,36.59233016,129.68614,105.8580331,23.82810642,27.32824705,21.58930327,45.576083,19.24443699,0.512829592,0.26844454,1.562322811,72.14111306,3.753740824,29.79520669,3.985840123,30.57079419,57.31619646,24.13319858,1.638450716,55.2373905,0.742654084,66.04464947,17.32480907,2.517679691,18.68266264,4.84778241,39.14698618,71.13957406,233.0264428,96.834088,263.0179128,47.87593307,113.8354314,158.41847,21.76675713,21.37314738,17.46349031,18.00519081,11.82703808,7.1848564,51.68887055,5.070008757,6.24704879,4.256913257,0.287920726,11.66216022,7.446833954,0.738971405,4.128674946,31.52344824,91.66152073,7.71512225,21.82085748,1.640356551,79.6743272,3.280175811,3.673427196,75.35474097,7.687879013,3.52294146,7.005511196,16.77986588,67.81536258
Malawi,18092,8344.924959,415.6198734,3.244001136,1.363727935,0.011131952,1.869141295,-1,14.41201259,143.6422401,516.3020842,402.3490809,236.5153497,13.06506694,0.919260951,142.1177736,8.48378664,7.051658213,1.118308286,0.313819996,54.15948544,5.479897288,7.261414604,10.02661917,6.019378229,1.716080564,0.679804161,1.535911712,2.588269189,0.439092004,11.59340104,63.35441315,1.038287355,5.578706726,6.722292643,1.317682472,9.822411381,11.65558813,3.610829086,0.279538821,1.114189826,1.204044119,0.187771338,2.979644945,40.87889731,1.036047147,2.653448562,62.06158333,2.018755285,24.77942615,76.5048255,60.87256285,15.63226317,17.7071425,12.79082695,31.98616583,13.43070514,0.340195343,0.184336555,1.101154195,49.45100884,2.505023416,21.63605001,2.894580875,22.53463278,41.27113162,22.48933034,1.476847178,37.22450291,0.346972408,44.22824601,11.55110535,2.088765501,11.22432954,3.813309872,15.20063735,22.21325012,119.7925194,34.56921194,53.18342187,13.48723209,37.91648463,58.05380796,13.10304655,12.50878002,10.46828252,10.38897388,7.333177803,5.002601322,36.31838908,3.598704327,4.312404696,2.816104794,0.173781948,8.173752549,4.228773262,0.532876565,2.140740475,19.65896588,70.98497389,5.151368227,14.78313391,1.03182344,54.65990269,3.318693953,4.293224411,76.74588397,3.750567447,7.128228271,5.726983604,12.22986786,28.06347043
Malaysia,31187,7273.606238,53.66543522,66.82832897,33.50376448,4.244887158,29.07967717,-1,8.111163529,13.93034246,133.7131822,94.92205626,6.635955675,2.342022915,-1,85.0495246,41.67462198,9.011709026,28.07766872,4.58524513,10.14500447,24.98936053,76.20513765,59.63636779,35.26005587,5.018792768,7.201032746,25.76999731,132.7835747,3.945389659,107.2356273,22.57098579,7.836912344,26.31848343,12.63045508,1.826730726,8.969522468,8.084494385,15.77172532,4.601191794,4.3730802,6.77840365,0.495439873,2.645204777,38.02792121,5.330164648,52.55317771,273.5574252,6.765705174,0.239592766,172.9909348,126.1192816,46.87165378,36.41553523,60.85764641,37.4247512,48.98149137,0.936398836,5.912351265,3.903254293,116.6901133,10.08472103,37.29872251,1.332719726,25.97689307,20.82868159,131.6887779,11.01186223,54.13086607,0.957607555,104.6861671,24.39880253,3.274761345,18.83743814,3.275138355,13.34469458,15.24027899,802.3653089,121.17216,234.3287607,49.81460077,181.205077,101.4925248,26.43737555,38.08820372,6.163880482,12.34046403,4.168858799,3.680163279,19.89702086,2.147497346,9.532781524,14.35165302,0.173843975,67.05654892,5.748808868,0.896943401,6.793876109,33.3890021,126.9657963,8.165831333,59.75689224,3.830959703,10.77137695,0.243186542,3.971804009,67.35333916,4.530748957,15.60943844,24.63193599,2.243277731,7.872756062
Maldives,428,67.54063293,0.480310788,0.001165922,5.46E-05,-1,0.001111324,-1,0.11847039,0.303133474,1.847027986,2.89074745,0.191100903,0.040287434,0.006464618,2.614029278,0.596128823,0.322050918,0.032792489,0.241285406,0.295179425,0.272776998,0.366660302,0.266844693,0.131497522,0.050793782,0.04134294,0.118042645,0.638650061,0.02594654,0.492571526,0.228933614,0.026280841,0.270492761,0.10994401,0.004197206,0.064745736,0.081368322,0.155906908,0.050294205,0.069597676,0.127040471,0.036338994,0.013585614,0.182079821,0.056988419,0.488518481,1.935557818,0.736327302,0.003925077,1.70813748,1.202459268,0.505678209,0.413629563,0.685038006,0.379302972,0.372403093,0.014799307,0.079426362,0.048279832,1.205792687,0.106802507,0.443859819,0.023647407,0.322090486,0.305774299,1.327903821,0.118777053,0.694045798,0.006681456,1.250577045,0.285806478,0.072808744,0.193209156,0.065986023,0.35697715,0.388361636,6.354978852,0.815443953,1.259982533,0.193966343,2.468600374,0.871327735,0.062365925,0.202917408,0.093845375,0.100163858,0.020861202,0.027596266,0.074862221,0.031097417,0.010170862,0.020925313,0.002666149,0.96845206,0.056095726,0.008320162,0.214547741,0.48411771,1.555287274,0.1025404,0.607754425,0.039551655,0.084214837,0.002541048,0.151202661,0.707565364,0.070940282,0.161832256,0.205594533,0.085385464,0.01587317
Mali,17995,13677.61693,1156.821002,6.68904209,2.579542606,0.000144978,4.109354428,-1,16.18306161,277.8080183,877.753537,821.5944247,495.0686605,15.5178742,1.391467171,284.0121048,8.649474349,6.089757348,0.349607632,2.210109498,3.39668369,25.67058779,20.34892615,20.22018998,12.55369714,2.669154158,1.858398569,3.782289011,6.202129748,0.382212391,34.11183329,51.69113076,2.048495647,9.914170483,4.593230565,1.956311837,19.5341837,17.54488885,3.678414271,0.848473863,1.088522012,3.13957611,0.679227681,4.431562091,18.01691908,1.502507806,6.307724239,90.83094058,2.815263324,140.375786,65.03148861,49.71613756,15.31535169,17.86226611,14.11457447,27.10101809,25.4475629,0.486713987,0.247378456,0.668038453,44.87957797,2.831489398,21.09352555,3.012438154,23.23171051,37.05925785,23.86073071,1.894865431,55.77857234,0.618689888,50.88296663,12.37327262,2.958336898,17.42633833,4.294309788,33.76207234,25.41076433,250.2022345,69.57694598,174.4993573,28.23214914,102.256846,90.83995572,29.00101038,45.23407486,15.46779175,19.94476145,16.22879922,7.992984283,51.32872386,3.903735068,6.579385946,12.32483337,0.260640436,20.8620039,3.848395882,1.103244179,6.294041573,23.54900607,63.88786373,4.229782873,16.35265034,1.016655432,102.3520223,2.846550849,3.509357403,89.03339468,3.276816511,10.65062253,5.209496105,20.42618779,44.71644494
Malta,429,111.7426985,0.067912675,-1,-1,-1,-1,-1,0.126213268,0.031801812,1.260260748,0.339885052,0.03809069,0.159980135,-1,0.140993388,0.647729963,0.338723907,0.10446431,0.204541754,0.481325891,0.910244848,2.625925595,0.564721244,0.138794902,0.218141607,0.173005956,1.972715424,4.024165265,0.054571296,2.050757826,0.11411628,0.515958527,0.718728705,0.887280534,0.044037375,0.735488796,0.575373173,0.796201812,0.13341779,0.164768945,0.12826314,0.22142447,0.101590038,0.76654888,0.261662526,0.601452967,4.264436798,0.169896475,0.015267802,2.502220746,1.773364008,0.728856739,1.004626075,0.805580062,0.631002142,0.843221025,0.024116147,0.068996605,0.029413619,2.119132906,0.28929539,0.504494138,0.032164783,0.249811425,0.242669243,2.768477973,0.682125884,0.368537611,0.109775626,2.247564874,0.508334055,0.054431397,0.127936972,0.077137529,0.054399359,0.359557718,14.64933658,2.648244854,2.443786217,0.704108733,2.567122032,1.410096304,0.157825763,0.161018681,0.179303343,0.340246484,0.005239547,0.046338055,0.126998607,0.122645693,0.198194487,0.092687403,0.002000533,0.402261694,0.303867716,0.036391907,0.092187186,0.457428251,1.346267418,0.492698421,1.24912271,0.154329776,0.202777872,0.002875549,0.127667072,0.300857548,0.162828325,0.454787818,1.213428476,0.024658636,0.054417979
Mauritania,4301,2193.520157,159.766986,0.499240704,0.197542275,0.005339655,0.296358771,-1,2.908382397,57.86649038,200.8473442,94.79330468,53.00948517,2.261321469,0.320809557,37.41030882,1.318757441,0.823272248,0.198021241,0.29746395,0.665174007,2.705529736,3.006447236,12.93271672,8.787008986,1.420904066,1.107846654,1.096756873,1.147124125,0.104195641,7.533044549,7.321302658,0.39634039,1.740093443,2.081961663,0.14268669,1.519757216,1.1608592,0.599460753,0.248462584,0.424712332,0.417348121,0.131148647,0.547141879,2.81984932,0.267618282,1.309254782,21.26274012,2.17346587,13.49619609,17.6592383,13.52404177,4.135196537,4.773839603,4.146409184,6.558265813,7.240540166,0.107679969,0.054240897,0.167771819,11.03767805,0.831628561,4.885158741,0.673031805,4.923500233,6.581372932,7.201816716,0.666709083,14.87132053,0.215015149,12.84466844,3.116123477,0.946898615,5.711384197,1.363997215,3.863356103,4.689174248,66.67529818,17.37529898,25.1393132,5.245473642,12.56716505,14.7013491,3.101153381,13.03980697,3.339855926,5.284174062,2.076838955,1.370542918,11.40693808,0.882592993,1.078482946,2.532786972,0.056441996,5.215417644,1.20243065,0.21549052,1.572616796,5.670399004,16.43282056,1.157355508,5.235109085,0.303923666,17.65812203,0.680335057,1.032754105,16.15838447,0.66628998,2.987453385,2.447398042,4.919805449,6.038546636
Mauritius,1262,413.5356447,2.025228978,0.004724635,0.000422966,-1,0.004301669,-1,0.342187858,0.494618091,5.662888033,9.863235833,0.427695209,0.153951202,0.019989521,9.172280363,1.505038336,0.811038384,0.064580498,0.629419438,0.685490905,2.05691486,4.270404003,1.475105516,0.474083847,0.345121816,0.405937828,1.350975418,4.121922954,0.062172245,6.08779122,1.539109334,0.31277239,0.932859729,1.283947979,0.107231818,0.469398398,0.563450056,0.689513577,0.52707699,0.528634732,0.246952304,0.000753541,0.557203766,0.954455851,0.640003337,1.560289113,71.08169308,1.062163498,0.012756097,7.914637916,5.588151203,2.326486758,1.571501324,2.610835158,3.73385334,1.350776786,0.043701662,0.214786612,0.145174716,4.582677533,0.335610343,1.493694824,0.070581339,0.945420876,0.898665249,2.540830621,0.520948779,4.116554591,0.022244427,4.552086477,1.066296318,0.198951449,1.017846902,0.203027796,0.998920147,6.087970554,41.25777291,7.55896038,17.46643488,2.535619175,16.07912447,5.219875904,0.617889067,2.312580407,1.047323522,1.157424773,0.105755037,0.171799205,0.375607861,0.0989626,0.306831551,1.108617034,0.002475515,2.929855397,0.357366648,0.065199963,0.219562075,1.612153344,4.9490961,0.519436043,3.630480577,0.213001843,0.415690877,0.007717813,0.236326894,2.594042149,0.41402934,0.831081177,1.775596622,0.076667094,0.082764759
Mexico,127540,31199.48991,220.0645363,31.51486047,11.61021857,19.73168531,0.172956455,-1,55.67866523,60.67295447,713.0221762,487.3945013,213.9328996,52.18083212,4.965752236,197.7244094,36.37836742,23.32569902,3.19960269,9.853066077,30.10855958,180.6164192,174.92196,155.0517897,37.54919447,53.15215396,47.87877062,107.8364573,172.3061322,25.00317718,228.6433821,162.6961356,21.5700257,81.18835719,127.0749947,33.12478011,75.19888908,25.49930691,101.6058075,50.62526331,22.55163279,21.56153321,8.383423878,21.79925687,90.83074648,35.56772888,230.7150075,3507.629066,43.74108426,16.64514691,606.0514032,484.3277825,121.723623,213.3084957,173.0604008,396.7710777,160.7948018,28.82179492,9.063081133,4.871342324,366.8597516,48.84242014,173.10405,9.049653079,124.6639063,69.34796844,202.8992907,30.45950949,306.7694678,15.36155746,536.2445858,164.1429086,35.56293128,56.08607093,19.61280927,24.16264164,195.8146875,2074.962176,298.1265683,493.1892737,77.49308423,523.4025529,240.9200598,92.22186605,211.9859932,253.8121845,334.5835353,25.96998331,44.61268079,84.56869307,12.75983724,73.92365636,72.1156815,1.461601815,242.7325118,51.64644429,12.27597934,57.64383739,119.8170459,391.2965307,99.87904139,257.2020247,9.990148849,84.91523341,6.021894268,44.06278137,487.1743706,51.40537448,101.4720283,178.0243609,31.83667993,31.88358971
Micronesia (Federated States of),105,33.80523703,0.666264951,0.098990855,0.065598046,0.001345161,0.03204765,-1,0.053717784,0.147630121,1.607580225,0.77151542,0.202525464,0.002609374,0.002658635,0.559959251,0.095273814,0.042361205,0.027314594,0.025598014,0.039284295,0.164493055,0.179639752,0.198669467,0.128231669,0.007874043,0.032640008,0.074597127,0.348644878,0.023856176,0.265626573,0.121474464,0.063585897,0.044722065,0.100267446,0.005884471,0.023273131,0.022549908,0.060300267,0.018128081,0.025339023,0.011410817,0.004245326,0.009842459,0.082079868,0.028273625,0.203193977,2.328929934,0.024299249,0.000733988,0.461101973,0.335965605,0.125136369,0.086388163,0.162437774,0.125616435,0.092067694,0.003730035,0.011893697,0.015558735,0.321650682,0.018200056,0.125523112,0.011498321,0.122485867,0.101476105,0.267719025,0.0190927,0.190407518,0.002397996,0.283100081,0.066977589,0.009133658,0.068528221,0.015265778,0.38347114,0.291264375,2.453950894,0.647636176,1.316815456,0.290401641,0.831421041,0.606389149,0.10686748,0.180538741,0.013867342,0.045322073,0.053033535,0.01421533,0.068712993,0.015913736,0.049662577,0.024776753,0.001835352,0.52498666,0.019082187,0.004033248,0.038434375,0.11918282,0.448565412,0.032546316,0.181316283,0.009640821,0.085991548,0.001314676,0.029089425,0.509775236,0.029622368,0.007242225,0.0469967,0.045232287,0.067497337
Mongolia,3027,962.9148064,8.876238017,0.298349447,-1,-1,0.011996742,0.286352705,1.359766504,1.701863035,22.93442113,17.51714842,0.782330062,1.284943407,0.147616455,15.06441806,2.261995468,1.501134126,0.299214644,0.46164667,8.214118885,16.44727491,3.107689904,53.99704386,28.58773206,11.44970131,10.29148608,1.757703213,11.28514537,0.703982169,1.70474891,4.902809986,0.517791566,1.564537826,0.353025644,0.398165083,1.857955344,0.645274067,2.455916195,0.281056539,0.760029593,0.49225293,0.268035675,0.28064186,1.835310336,0.181918447,2.61560709,7.436848899,2.173846897,0.396248964,17.53326096,14.34845467,3.184806313,3.674655223,3.978694357,26.98735345,4.106695597,0.359963685,0.344846361,0.225514317,7.211874075,0.702437423,3.663753126,0.29391357,2.587685909,2.324075605,4.581683387,0.789686021,6.615929515,0.309260018,13.07282101,3.103628117,0.427500382,0.836211467,0.446110934,3.50155533,4.308733424,98.57382214,9.524604939,79.77114048,5.607827707,6.554457671,7.04183614,5.72660173,16.0872233,5.498819468,10.04125282,2.051517617,0.930667596,3.234910558,0.452331963,1.338961273,1.591253145,0.016441781,6.054237411,0.864797646,0.117307505,0.626068319,4.432651186,7.624591322,1.652167505,5.012381605,0.273720232,1.975279738,0.279945629,1.699705067,10.8865318,0.808405513,1.347916119,4.095982006,0.685955268,2.668270858
Montenegro,629,201.708585,0.259771375,0.000131186,0.000131186,-1,-1,-1,0.212141818,0.051892185,1.166656446,1.339273246,0.073796374,0.151940142,-1,1.103956219,0.923962712,0.549595439,0.039222333,0.335144908,0.560183109,2.120350908,4.414062935,1.916307558,0.482063926,0.518098772,0.783673717,2.102308264,10.404011,0.176603763,2.974806601,0.80139777,0.468247018,0.860801306,1.673601384,0.080098555,0.733013049,1.046557705,1.561033039,0.606864247,0.856425755,0.17827109,0.040695751,0.17107085,0.761859043,0.32208395,1.123760091,5.841874183,0.148666807,0.038860325,3.166641768,2.506057649,0.660584133,0.856671676,0.97597199,1.664532464,1.13456926,0.048956279,0.05443804,0.05235126,2.124372998,0.135106388,0.783305409,0.050837994,0.451092927,0.479639272,4.358685478,0.742493271,0.584193715,0.211330153,3.052464583,0.8296121,0.158268776,0.382798635,0.236336596,0.281829918,0.456160303,29.38896824,5.240597109,22.46999946,3.679211719,3.207243077,1.258117734,0.533204269,0.287586924,0.248375446,0.448195673,0.033676838,0.212697771,0.328723983,0.232623127,0.206192974,0.260515269,0.004925872,1.076211752,0.469450247,0.033200938,0.083250043,0.871921373,1.473725521,0.562512412,2.156546844,0.092621654,0.1593901,0.011314519,0.099977322,0.212869853,0.165151448,0.439672968,1.449452679,0.086923666,0.159706728
Morocco,35277,9330.502648,117.2473464,1.288908117,0.987316509,0.176729253,0.124862357,-1,15.58975272,33.1476869,441.3522091,152.3061248,16.57718857,15.20674065,2.466941498,116.4133172,31.07766729,11.29933412,15.61186233,4.166470532,9.915691828,36.66253134,60.01677505,8.66393355,1.938510455,4.470028986,1.235890975,17.67856325,126.2243403,5.247570086,120.2757572,36.97102585,4.115052053,20.1512774,34.35784658,3.861735033,20.43581156,24.84135175,35.01565925,13.01639675,12.98415544,13.1064283,0.912368588,14.57548794,44.11774346,12.41409677,39.1602069,404.6023182,39.77536134,6.832717908,357.1340264,321.9483718,35.1856566,58.41509326,40.05200303,23.03377424,100.862404,2.146118705,0.479786794,1.614987858,168.6556251,10.63638396,42.85148985,4.402123079,31.95604639,41.32035862,178.7986299,14.05351003,84.47579166,4.846245525,175.3265242,49.51659707,18.41691819,49.61793127,20.78625787,19.99837375,32.61277187,882.4167466,186.8399349,134.5310219,28.41978017,115.3057866,92.45266895,20.16067125,13.95050815,28.89664281,5.438034384,4.925603611,9.164283667,12.69492851,2.395660124,6.158173788,3.910686231,0.202739971,72.05391375,21.17098276,1.272457947,10.31978951,53.30610458,90.92631049,27.62538655,75.42846667,3.536275929,24.49563014,0.338881607,14.21058272,104.5777468,8.451170872,32.77308588,49.07983293,16.76181973,14.68631072
Mozambique,28829,17888.90002,780.2189755,53.70331598,12.20113842,17.39816591,24.1040118,-1,23.06295706,240.2739875,947.3131635,545.9893527,220.8215858,14.61986364,0.672895908,291.3580496,33.58942737,22.28422306,7.955736702,3.349467155,34.60264615,4.707352131,9.679836133,23.60457517,10.97760677,6.315983523,3.946637701,10.49412702,9.83843663,0.998213581,23.43706162,138.8377099,1.728508185,4.047792483,9.156885825,0.849837183,3.681524179,9.602196006,4.936203874,3.426800713,2.413109356,1.86795187,0.858512657,4.604500427,52.15401802,6.516032628,28.4004041,119.9683873,4.963186354,47.53207517,147.2752748,121.6650631,25.61021182,28.77303718,21.16469087,52.30015653,20.92640002,0.579545626,0.309377258,1.705004007,80.07230185,3.940390347,33.9339739,4.604505865,36.52895425,66.47100309,38.45047902,2.332321223,76.38514387,0.809875642,71.9599875,18.84434202,4.574744785,23.17634899,8.220722351,31.1023221,43.81122139,188.1677947,80.46356734,150.1385693,29.17248723,61.10101868,112.3823867,25.24666852,17.17072888,11.30320574,9.919916527,17.02413389,8.641853317,86.44225847,7.030886219,6.879275803,4.91305289,0.590086561,17.07562058,7.264956551,1.041434605,5.980688838,39.45461358,139.4554688,9.390858141,26.96493089,1.72023405,102.4985946,5.284099881,7.354069828,124.2550003,6.589226932,12.27791854,7.624013695,45.56802441,65.92353742
Myanmar,52885,21567.02726,657.3368348,68.61724905,20.80562827,22.07381855,3.67220242,22.06559964,23.64009329,78.54681832,794.7753842,339.3173389,75.31970901,11.15085346,1.000719273,244.7985428,158.3520336,58.78647067,28.37144246,71.19412131,116.2887244,138.7919962,95.70956212,164.8822526,86.49521266,20.88403984,29.19865779,27.09977666,246.8265255,13.26575467,107.3476663,102.1004514,7.326018467,43.26702647,12.47024615,6.93091705,18.96239946,14.25271357,30.60222541,37.11475955,18.1205932,12.09382857,0.846748447,3.388667621,43.95531194,7.743519093,80.14864998,631.7141874,49.25220802,0.484031515,169.38255,87.94379933,81.43875071,58.11236721,90.64254306,114.6689578,63.78438176,1.878255896,5.348995466,6.06563791,183.7513981,10.66755807,62.97697506,3.472442421,52.04676624,58.16944854,211.083958,29.41443385,137.2836982,6.151213382,186.7773385,43.36932123,16.94721341,188.6032412,16.94438289,136.6447811,281.8106703,755.0330366,422.4930345,857.6358298,131.9656605,631.3723571,446.3953279,97.95003693,415.0960995,93.02011589,161.4911853,25.80942256,10.22731991,83.94730973,6.189697083,16.4530525,38.25971189,1.146197842,229.8457796,9.463744965,3.166898573,9.426242258,63.88932128,226.3977144,20.14724418,94.87068915,6.38580416,52.42227487,1.169868176,14.85214135,211.2187324,10.66482639,27.60141439,21.47099419,32.7983091,44.20012615
