Country,Population_thousands,All_Causes,Diarrhoeal_diseases,Intestinal_nematode_infections,Ascariasis,Trichuriasis,Hookworm_disease,Food-bourne_trematodes,Otitis_media,Maternal_conditions,Preterm_birth_complications,Nutritional_deficiencies,Protein-energy_malnutrition,Iodine_deficiency,Vitamin_A_deficiency,Iron-deficiency_anaemia,Mouth_and_oropharynx_cancers,Lip_and_oral_cavity,Nasopharynx,Other_pharynx,Oesophagus_cancer,Stomach_cancer,Colon_and_rectum_cancers,Liver_cancer,Liver_cancer_secondary_to_hepatitis_B,Liver_cancer_secondary_to_hepatitis_C,Liver_cancer_secondary_to_alcohol_use,Pancreas_cancer,"Trachea,_bronchus,_lung_cancers",Non-melanoma_skin_cancer,Breast_cancer,Cervix_uteri_cancer,Corpus_uteri_cancer,Ovary_cancer,Prostate_cancer,Testicular_cancer,Kidney_cancer,Bladder_cancer,Brain_and_nervous_system_cancers,Gallbladder_and_biliary_tract_cancer,Larynx_cancer,Thyroid_cancer,Mesothelioma,Hodgkin_lymphoma,Non-Hodgkin_lymphoma,Multiple_myeloma,Leukaemia,Diabetes_mellitus,Thalassaemias,Sickle_cell_disorders_and_trait,Depressive_disorders,Major_depressive_disorder,Dysthymia,Bipolar_disorder,Schizophrenia,Alcohol_use_disorders,Opioid_use_disorders,Cocaine_use_disorders,Amphetamine_use_disorders,Cannabis_use_disorders,Anxiety_disorders,Eating_disorders,Autism_and_Asperger_syndrome,Attention_deficit/hyperactivity_syndrome,Conduct_disorder,Idiopathic_intellectual_disability,Alzheimer_disease_and_other_dementias,Parkinson_disease,Epilepsy,Multiple_sclerosis,Migraine,Non-migraine_headache,Glaucoma,Cataracts,Macular_degeneration,Rheumatic_heart_disease,Hypertensive_heart_disease,Ischaemic_heart_disease,Ischaemic_stroke,Haemorrhagic_stroke,"Cardiomyopathy,_myocarditis,_endocarditis",Chronic_obstructive_pulmonary_disease,Asthma,Peptic_ulcer_disease,Cirrhosis_due_to_hepatitis_B,Cirrhosis_due_to_hepatitis_C,Cirrhosis_due_to_alcohol_use,Appendicitis,Gastritis_and_duodenitis,Paralytic_ileus_and_intestinal_obstruction,Inflammatory_bowel_disease,Gallbladder_and_biliary_diseases,Pancreatitis,Acute_glomerulonephritis,Chronic_kidney_disease_due_to_diabetes,Benign_prostatic_hyperplasia,Urolithiasis,Infertility,Gynecological_diseases,Skin_diseases,Rheumatoid_arthritis,Osteoarthritis,Gout,Neural_tube_defects,Cleft_lip_and_cleft_palate,Down_syndrome,Congenital_heart_anomalies,Dental_caries,Periodontal_disease,Edentulism,Sudden_infant_death_syndrome,Poisonings
Costa Rica,4857,1092.335288,9.493494596,2.759536752,0.647141317,0.177790785,1.934604646,-1,1.830898047,1.529251419,19.27878823,7.445592852,0.907457151,1.626056868,0.154891546,4.70503106,3.346575488,1.413232466,0.867723369,1.065619625,1.953437398,22.13963426,15.84462754,7.879984301,2.307881222,2.490521146,2.186007086,6.718820252,8.41077742,1.069747652,13.14503234,6.041783108,2.421823571,3.073475307,9.33333645,1.002735983,2.806475012,1.958735131,6.631087022,1.498755239,1.211113146,0.904697782,0.115016848,1.846135699,6.690493205,2.91953378,11.01729354,40.29763457,0.558328676,0.856466856,26.71307159,22.25580802,4.457263503,8.509567716,7.294474781,11.15079973,6.503592133,0.583107108,0.665234259,0.155128845,13.90283381,1.726343748,6.390197539,0.445901982,3.91825605,2.457542474,13.86505122,1.555699152,9.249372972,0.50051516,21.52817601,6.460608698,1.439161148,2.38456444,0.870165932,1.839802375,9.62275766,84.98752834,13.48117032,19.79207343,8.502886819,20.05928148,14.84211469,2.965102052,3.259531594,3.310637771,4.970315239,0.938994801,0.75538688,1.965722887,0.677598406,1.976050356,2.850780496,0.028800258,7.447955937,2.207056816,0.112545536,1.861282099,4.842216475,14.12749186,3.738674711,11.51912415,0.416344345,2.062227443,0.103306553,1.309688255,8.813005098,1.718387829,4.229493818,8.656999317,0.257359357,0.839713021
Côte d'Ivoire,23696,18297.01834,1114.061064,43.22827594,24.56976713,0.640487645,18.01802111,-1,17.76037666,420.6213596,1020.935214,707.9466533,443.1347954,12.25828251,1.922120157,229.2795628,8.043509172,4.624826093,1.163330205,2.255352809,3.053607297,17.27408226,20.42031817,86.19510073,47.56227795,8.411701292,22.35921923,8.801502463,6.606156475,0.842164719,52.25047814,30.91260878,2.463439696,10.11574382,21.09664151,1.158084648,8.064313633,3.433742311,3.865715099,3.659517474,1.503272157,1.385220138,0.241690751,2.576612957,11.36450541,0.885861849,3.473312992,218.6225104,25.90580728,227.6866835,103.6694477,82.11034359,21.55910403,24.47604343,20.10106218,52.17257642,63.85417379,0.768908164,0.383115566,0.912962871,59.90345204,4.4747593,27.28797621,3.795302747,28.52563071,42.70211804,30.35929225,2.812487154,115.358504,1.243342401,68.70786697,16.65595234,3.854670153,19.33310759,5.248367104,52.56728425,54.41710662,573.8654171,134.1431006,390.198548,58.86530039,137.0027439,127.6166272,67.8517215,179.9095408,32.46876906,68.88892207,31.4554299,15.90560507,89.44076662,7.427370214,15.63569258,32.22869999,0.555972438,49.05634609,7.325039879,2.389922265,6.839467961,33.57097953,93.91880228,6.077427782,22.35205541,1.612319814,104.150076,3.338717996,6.720440935,160.6799588,4.073502542,15.13642486,14.24107319,26.29891283,66.68364593
Croatia,4213,1483.450812,3.964515357,-1,-1,-1,-1,-1,1.24474774,0.297148769,4.399235503,4.177754789,0.311067885,1.087233412,-1,2.63401256,9.475289565,4.87906884,0.309624492,4.286596407,5.208307496,17.28523782,47.43178655,12.11004376,2.966109723,1.703772925,6.732105124,16.30803929,70.20084562,1.360689515,23.6700657,3.724776332,5.305351936,7.267519576,14.20927035,0.958894229,9.626082384,8.92044511,12.68606618,5.152730722,4.929682077,1.086454957,1.597828678,0.543959269,6.756474215,3.890447211,9.592778091,49.47901591,0.977312599,0.325713757,26.02389488,21.21375415,4.810140693,5.816555309,8.643582666,17.1204338,6.4581807,0.364393024,0.457701,0.40582393,14.64017448,1.005712059,5.091848384,0.30101741,2.429010651,2.849997918,23.28653248,6.4724346,6.134334287,2.012646491,20.8038204,5.774634503,1.373910173,3.394022161,2.173073121,2.192841445,13.48635862,206.2321622,69.98701964,48.71772767,13.28186875,33.94897039,7.930955765,4.649909968,8.307864269,3.774556337,11.40812219,0.187768317,1.468480647,2.929771454,2.682581924,2.540958596,2.849516372,0.021672777,5.936491838,3.653610367,0.320628631,0.52941834,4.93838899,9.850273596,5.810010027,17.24595965,0.727019549,1.591122961,0.01942711,1.419353708,3.365982115,1.928664576,4.589944763,12.39194647,0.478739606,0.468547237
Cuba,11476,3371.430819,17.95121746,9.715157537,2.275963883,0.094948167,7.344245499,-1,4.227546097,3.209138275,24.49225367,41.47657341,1.508922631,1.132271232,-1,38.68830234,22.32677666,12.59567254,1.976732345,7.754371441,23.5222965,22.11345419,55.97164551,18.38813178,8.050444943,3.914164867,4.40068861,20.48663906,131.8668986,6.260110936,42.46499459,16.45424289,17.40945811,8.84703167,51.74462301,0.908101339,7.837079275,13.11453605,22.43352354,3.619088361,24.49650839,2.317334847,0.267379076,4.456682722,16.83549274,8.649054076,18.54878753,112.5875625,0.319591885,3.071704746,92.10658067,78.23159354,13.87498765,22.15439189,19.08638447,43.91125811,14.18703996,1.811051082,0.187455298,0.929501409,48.29785255,3.337856945,14.42098739,2.13316653,6.247429947,6.681762204,81.68223486,10.17036177,12.80893735,2.406439727,52.80027164,15.99460634,5.469337628,10.95236434,2.176435979,4.640016032,39.97763269,376.7687857,97.166807,82.78717962,25.91572379,95.34193647,41.76618788,10.76758281,18.17926337,7.342522191,19.89853005,2.625509773,5.434699827,8.267532912,1.222643841,4.692824471,6.027197092,0.053926733,11.35667854,7.300147327,0.764529147,5.737927704,15.10673653,35.93746293,16.96095223,41.00235884,1.625443934,1.060086667,0.057236086,2.911136924,10.38203816,3.898522749,15.30960951,26.13211572,0.474238693,1.483227808
Cyprus,1170,243.4515232,0.840297703,-1,-1,-1,-1,-1,0.289929248,0.083941797,1.36778759,0.864735822,0.105189402,0.339140837,-1,0.405898568,0.597286843,0.401537902,0.07708654,0.118662401,0.262171029,2.146153243,3.686415176,1.719548249,0.555562798,0.456273413,0.583445778,2.587624535,8.402199301,0.232118022,4.328670315,0.58452307,0.74539183,1.370586942,2.526632092,0.047575139,0.807869001,1.614305422,1.929352249,0.447291357,0.412332054,0.209385396,0.188523553,0.224303335,1.535798623,1.076021961,2.603188952,12.50078042,0.481932842,0.019417758,5.317923662,3.778439592,1.539484105,2.181356596,1.69249412,1.52503776,1.186077391,0.172178349,0.122794503,0.067863404,4.669794676,0.785770684,1.088517508,0.076614559,0.585270563,0.59731646,6.015267221,0.788237769,0.767643108,0.402163772,5.101348679,1.108121954,0.11387827,0.251797776,0.157613175,0.58596563,2.179613052,27.00433947,4.808635441,4.803187288,1.764203965,6.6182663,2.77075684,0.264091526,0.513410653,0.396871829,0.975059877,0.03692313,0.038677918,0.659235514,0.19767647,0.520504945,0.240147298,0.003075858,1.00516909,0.540048304,0.093184503,0.237962258,0.967169456,2.697399634,1.234755252,2.031811733,0.274649108,0.241332969,0.006693891,0.301175983,0.486254406,0.22418586,0.895997075,2.078838673,0.076828649,0.117852152
Czechia,10611,3426.270663,12.56951879,-1,-1,-1,-1,-1,2.844995551,0.65442886,14.74254735,21.14246268,3.576244912,2.132671612,-1,14.84439925,23.07060872,11.91360784,1.009080495,10.14792031,14.58803784,24.55966655,81.97480122,18.36750471,4.097552193,3.856524819,9.356086492,46.94840995,127.220505,2.662404933,44.29501121,9.442931019,11.0923654,15.67090619,29.21538292,2.391951861,27.00513086,17.37618173,24.7067689,16.30054304,6.852401246,1.80437521,1.357551484,1.306762765,14.94318522,9.239647511,20.2938875,126.1691669,2.442917805,0.711144691,59.6289858,47.73040812,11.89857805,14.73181785,17.89731316,34.5354554,10.32217534,0.698726285,4.545747516,1.236822285,36.25452936,2.977996864,12.96920424,0.752988535,5.3870812,7.547638598,58.36475899,9.027533297,15.37403385,4.987416143,52.62176201,14.68960939,1.869598707,4.561046875,3.032906374,4.498636925,29.5853475,502.1723579,118.362629,54.96387693,22.60556999,86.34486663,17.34285968,14.09251854,17.42130011,9.926121024,18.51466019,0.474681783,4.838483157,4.825719373,6.023575458,6.530066469,8.392191648,0.077339385,10.34053201,11.20631866,0.949590852,2.381022191,17.2383403,27.77280144,11.82309545,41.24413777,1.767787145,1.522707992,0.066127662,2.698103245,7.322054518,4.315381084,8.183730992,28.60601786,1.045386111,1.906427923
Democratic People's Republic of Korea,25369,8636.058451,79.81714172,7.741881342,2.440524395,2.73E-06,0.090211784,5.211142426,14.45948385,18.00309056,155.2740804,144.169242,11.64040173,0.668330823,0.344143209,129.2840018,17.5597486,7.265047503,7.955752199,2.338949206,43.75275076,99.62952183,110.9676704,166.0350023,99.89316088,15.89807598,28.48786574,44.40704081,364.5190078,4.832269554,85.7582415,45.23783322,11.16239706,19.25610869,3.942303772,2.382083717,24.03939397,16.51811292,42.74077946,16.62734743,11.75036377,3.124420999,2.877505129,1.66479684,17.53262012,4.179037429,38.86108283,168.4885814,23.80776633,0.182151176,132.8474284,87.57963051,45.26779685,17.8039767,68.5739189,46.64717887,48.19266261,2.648307845,3.952967801,2.83287816,83.86618985,3.227853001,29.36293507,3.658614172,15.7435583,32.50129082,117.1137945,9.439357851,41.13662869,1.371207104,72.72871062,18.28822932,2.355848758,10.62474244,5.62477092,73.61225038,82.45383162,698.8855064,369.6862206,742.6908072,22.01598435,629.460425,60.16055392,37.54969222,55.62013114,10.01944349,14.38695554,2.787572581,15.297668,10.1711892,4.706537685,9.098052113,6.81399283,4.018592005,64.45099498,10.38212439,1.774937371,5.951551981,54.22453182,74.11815764,21.01918421,64.0479973,4.057427889,7.327550362,2.041650604,1.579555538,70.84839256,5.81262183,12.41020398,17.32924873,2.199084546,23.59753978
Democratic Republic of the Congo,78736,54895.02943,4411.966592,159.1476837,85.92989638,8.590870292,64.62691774,-1,77.07236627,977.1674092,3356.424566,3363.115476,2490.241079,119.3337428,8.723633084,610.6193273,48.77158495,24.8131067,15.04606874,8.912409544,53.66705386,69.33324908,59.89314317,155.4288949,55.41480941,52.81214029,32.7361418,15.28515074,14.30048825,4.622873659,115.7186501,186.0729128,7.740031914,21.77548136,75.87741926,2.18783405,24.72115062,12.82059117,12.64622842,1.909549111,8.242576654,7.350233349,0.332357096,7.759218318,54.22731563,12.82798403,47.40832118,370.2549351,5.736721388,415.8332902,443.9187592,374.5421264,69.37663583,79.5954763,58.63465336,141.6904517,89.21635831,2.1218777,1.176831435,3.939377819,214.1788148,10.11687176,93.56108594,12.67265239,101.4968837,189.2168975,125.0219295,5.895284734,222.5113034,1.581523389,212.4038776,54.16881495,6.602348576,36.21953037,10.29900168,136.7877547,140.9877385,713.5003846,250.8383048,578.3191473,108.0246162,268.1126759,421.2075195,139.7699944,112.432765,110.1400447,69.80963383,88.74710715,43.63578134,311.6309606,33.17568629,37.33742357,25.31709177,1.768004855,46.06086746,21.06628807,2.146684614,10.63141833,97.11740079,328.1721596,27.018379,63.68142072,4.725802382,355.4750711,18.33402122,29.26250885,436.1614287,17.87968832,29.89505604,43.2409101,185.4020736,198.6105024
Denmark,5712,1573.300868,4.567046848,0.003128803,-1,-1,0.003128803,-1,1.566444519,0.360404654,14.06514192,5.491786221,0.525656954,2.442740946,-1,2.131656485,10.11712681,4.24087287,0.306642222,5.569611714,10.14479968,9.811623032,41.62351372,10.4548857,0.937890904,3.696408987,5.373091655,21.45539798,84.08155122,1.146766517,28.87458272,2.546824924,4.613822566,8.401310966,22.72679366,0.411225729,8.769798364,10.55200871,14.51795543,3.064545,2.563473566,0.895327032,2.571911373,0.800343443,7.422750015,5.708173709,11.31025644,46.17712161,1.910765074,0.139387482,31.88097762,22.24906482,9.63191278,11.36462329,11.66607614,32.38830278,11.86105815,0.917736309,1.271574983,0.598606769,28.42479988,4.010499362,6.973626809,0.225109244,3.175662834,3.379054679,54.49919998,7.870779755,6.634826791,6.284687256,28.80386679,6.639008362,0.556093446,1.297157758,0.754347594,0.914822571,8.506443303,92.13115447,33.25249964,30.30375893,6.868887332,73.07538701,13.8138294,4.430351082,2.50890926,7.435379652,11.80413047,0.360902606,0.730681266,3.032397952,1.521140262,2.262255941,3.416500501,0.017951125,4.403396819,5.526807159,0.443783029,0.360527175,5.784379379,16.348884,8.531166866,16.40905974,2.115188661,1.477353905,0.056094383,1.816567986,3.872051898,2.158128806,10.70504929,12.93506663,0.168380551,0.806787045
Djibouti,942,451.413507,27.42740243,0.297478381,0.027941314,0.14095097,0.128586099,-1,0.678380091,3.821722062,26.86457588,24.84113368,16.19467129,0.736559217,0.044621917,6.882704407,1.189637883,0.634586047,0.363207018,0.191844816,0.851273956,0.598313838,1.1832274,0.859119171,0.334950231,0.301846307,0.097917699,0.210271664,0.581780791,0.041390445,2.966463657,1.333413838,0.104383834,0.761495696,0.433276064,0.051144871,0.702270454,0.319586435,0.39873204,0.206741439,0.188249899,0.385442462,0.038846758,0.270193476,1.377717511,0.274706097,1.610443777,7.596899139,0.07928919,1.82695908,5.191481592,4.174470866,1.01701073,1.127795281,0.991404642,2.094204064,0.988285193,0.026348866,0.013991772,0.062377378,2.809069537,0.186248856,1.13517725,0.139600578,0.943517788,1.69819763,1.936205279,0.140106022,4.348384259,0.048544553,2.662663426,0.70551109,0.170000724,0.711638911,0.290207081,1.227438931,2.618158325,16.65220077,3.570976671,8.02377395,1.939465248,3.407971464,3.966881684,1.331919147,2.14265246,1.634666615,1.499488259,0.764604319,0.511958595,4.47634149,0.446884872,0.479060336,0.417964378,0.030496116,1.051761504,0.34094067,0.073024166,0.502207497,1.520064397,4.676603262,0.41630731,1.257404611,0.077914138,2.22964148,0.090891626,0.364180752,2.700034985,0.192199625,0.539382456,0.330358733,0.812122837,1.460026798
Dominican Republic,10649,3304.882734,45.75982269,0.065081548,0.034849961,-1,0.030231587,-1,4.49089264,9.456764437,169.5044068,41.46929177,13.14573895,0.634429271,0.674231089,26.34955606,11.39413936,2.459681594,0.61103969,8.323417788,3.819925816,18.01664043,17.77653961,25.04584496,11.85476524,4.476540183,5.963138167,8.613366072,30.7146752,2.961354966,24.42408681,20.12970853,1.71671739,2.108125822,35.62593327,0.275991047,1.667478848,1.399099808,8.528479422,1.346595337,3.684490171,0.857115817,0.20847827,0.892822849,4.153387285,3.351985464,13.64636751,100.0008825,0.994843504,10.99560721,55.69217556,45.70623949,9.985935673,18.84242975,12.57416385,27.15550233,13.91470048,1.629286662,0.191714713,0.734144324,41.59524189,3.880710825,13.58598866,2.515411141,9.582946091,5.256808276,34.83669511,3.776378663,17.78629652,0.992294305,44.05277174,12.76033611,3.163558584,5.989552069,1.26025409,10.95496379,32.83869834,313.826634,57.63725185,96.44537439,14.20469434,27.36814761,41.95088632,11.09206535,19.08964774,7.376632957,21.56175667,2.824506611,2.86210038,9.007387161,1.005457483,1.603288632,3.162264502,0.117353731,23.57344651,3.127866539,0.270902622,3.26157923,10.88079165,32.43300491,7.897468619,19.31645844,0.884511946,5.692427316,0.149318553,6.758380731,50.99628638,2.284804056,9.91470211,13.14560997,0.931012968,2.930765587
Ecuador,16385,4176.601707,35.73943582,23.65751552,9.603878416,7.652758081,1.358616592,5.042262371,7.2656001,14.89660239,175.3190161,38.68422038,18.92301721,0.460319987,1.199307515,15.53538103,4.614325765,2.972124393,0.394736132,1.247465257,3.672071862,58.679943,25.62459588,21.81105676,13.02067907,1.738776428,4.597337256,11.60414797,23.9120053,2.888078359,26.85903443,31.41671342,2.753429461,8.978955872,20.51327426,3.440264032,6.862942445,3.186853964,22.05292927,8.672641164,1.952010398,4.450444372,0.286603509,2.902314474,19.36605239,4.824137738,48.09416213,204.2080467,0.519143657,7.651877047,84.67413544,69.0986532,15.57548214,28.89904244,20.80792688,49.67569743,24.23039486,3.363422064,2.183016214,0.923312082,64.48984711,7.660005337,21.07371803,2.169190092,15.70576183,9.757622764,20.62447852,4.746518215,40.42308167,1.099704158,63.11061162,18.78995146,4.416444024,11.29485543,2.758529396,10.71306772,57.02141259,195.0068081,51.71489904,77.13197807,13.04335617,55.52464575,31.16123674,12.53868576,23.3897517,3.046963566,32.87379116,5.041848167,6.337057425,10.4779321,0.999794098,9.750556614,11.36377218,0.075473491,22.20501937,6.720732933,0.420304651,2.110731301,17.70595792,52.67115573,13.68914946,33.63809219,1.387446569,9.116910855,0.30437701,10.0723782,81.62975643,5.237629054,12.86051252,22.58824252,2.363410642,5.964608676
Egypt,95689,30375.76594,422.7419307,34.32237097,1.746195036,0.019205702,16.26564849,16.29132177,44.44862866,64.31241905,1328.884455,429.8458179,98.81484767,31.2821238,10.99482115,281.8109048,41.05784993,21.62726711,4.573604654,14.85697839,39.33437278,57.23365579,94.83923868,534.8303817,50.58778379,379.2717314,65.82452762,75.81634693,159.8110161,5.305910294,243.6328523,12.02334114,10.42595992,58.55773053,28.64380308,3.350845333,57.0273406,119.9268503,140.6856412,21.83188404,19.03548019,15.9348653,5.452651935,24.25745679,130.5276912,14.50843874,195.4546716,1090.990717,45.74933036,53.92041365,488.4498735,412.1143633,76.33550633,146.8530038,98.8127802,74.77923896,246.4875614,5.073530374,1.012878333,4.23748256,394.7961414,31.43647141,117.5428575,17.10087574,93.92159497,148.3453,321.8735727,32.48763288,166.8167367,11.39125182,435.8007029,121.9435985,59.76451628,140.4621269,65.09420654,83.37731395,163.8502161,4100.430416,827.8586631,692.2736396,123.3728828,516.4047932,444.8979401,79.64325996,151.8605674,1106.297701,121.5942426,19.9166074,17.99481761,120.1115549,10.65076159,98.36073193,32.21998495,0.797486081,254.1747152,42.40293805,3.904299421,18.01594146,135.4140515,244.9863972,66.82117522,197.3178954,7.985063863,83.49459097,3.309384613,40.95960358,529.3871538,17.02571576,54.65245537,91.45841083,53.08357411,19.03414428
El Salvador,6345,1919.214782,23.15740106,1.956627691,0.070511529,0.197758771,1.688357389,-1,2.90669441,3.456833272,36.24569814,16.75339116,10.29719843,1.820696858,0.194876811,4.366450552,2.571935182,0.848908888,0.420407717,1.302618603,1.766963512,20.89123878,8.455909775,11.86121522,4.111226781,4.216762511,1.851000844,5.932424563,8.822586939,1.090678178,10.44117542,14.40576358,4.743020876,3.178831295,7.524050799,0.239042481,1.744200358,1.032388816,7.238170606,2.612791663,1.097989302,0.950269196,0.290918742,0.647092898,2.946565472,0.433994906,13.43557825,86.40340616,0.442521665,1.695516505,33.50496619,28.3584138,5.146552406,9.709265555,7.363237367,65.26351275,6.393308678,0.320295644,0.835810107,0.155851625,17.32220131,2.057777844,7.6884708,0.609169605,6.146128059,3.861115758,33.86341307,2.424604875,13.17897473,0.393401748,26.36968782,7.793747814,2.711277622,5.440739059,1.620037554,1.754318456,11.51331867,143.1777296,13.76918708,25.42248626,5.470421138,19.68413199,20.4718275,7.276843544,14.98516322,11.03546941,20.10402781,2.967434521,1.188349995,3.748466462,0.541449924,2.407952934,3.096635961,0.058486779,44.88248715,2.083555931,0.130991432,1.044701435,6.249695692,18.40702479,3.279626941,12.68162631,0.414173554,4.651620471,0.090190313,1.688849818,27.73784887,1.492413147,4.476225794,9.529707317,2.85072023,0.915567227
Equatorial Guinea,1221,772.3274585,34.46061466,2.00093854,1.145457621,0.29701906,0.558461866,-1,0.338697245,8.252529497,44.05524419,24.05407074,17.14668602,1.275954056,0.102716991,3.529424094,1.262952344,0.5123602,0.229996679,0.520595466,0.461266015,0.588719987,0.926221709,1.38824296,0.453123738,0.246753402,0.572995237,0.282683309,0.843693335,0.06015579,1.675493405,1.402460341,0.240082575,0.540687855,0.679828683,0.026660182,0.273945227,0.350744664,0.500115168,0.112003544,0.247504668,0.073641435,0.035359474,0.11620879,1.957124091,0.161430323,0.617171123,11.7219549,0.051354907,5.576969035,5.646879001,4.767864635,0.879014361,0.945358182,0.916395685,3.36226786,2.598179574,0.068297938,0.041160547,0.04545419,2.44746877,0.344680722,0.994052739,0.132361284,0.989041945,0.734487086,2.885833816,0.212189827,5.343848118,0.06924749,2.457715878,0.622231287,0.068947894,0.331913378,0.10358844,1.118083286,3.166144201,16.60988246,3.559168293,8.777670748,4.318601964,4.791302683,4.772889258,1.865794136,5.912356807,3.448039733,3.777344716,1.212289953,0.773925462,5.101931725,0.8460809,0.79128254,1.089185829,0.047011284,1.259518862,0.346337271,0.056111406,0.220080728,1.083321924,5.942310205,0.4287071,1.10225176,0.070625699,2.891966736,0.099401308,0.492047214,7.084089595,0.117854749,0.420559664,0.629993936,1.860206022,1.553452631
Eritrea,4955,2110.877085,159.1225811,0.727459219,0.358592211,0.072097951,0.296769069,-1,4.33311657,40.35792036,75.76616853,118.8803617,67.54183353,6.642406867,0.309971472,38.88789258,5.052208917,2.5862629,1.546801677,0.919144316,3.496911726,2.218982438,6.902242039,3.464983754,1.414714451,1.039998811,0.590606155,1.067880729,2.299035667,0.160596484,17.98222701,7.324645335,0.524254128,4.562470882,1.905509676,0.58073277,4.353579054,1.188345253,2.20811766,1.008502364,0.664804008,1.537987316,0.181696407,1.546759598,6.873977549,0.759503035,8.429243336,32.2965831,0.429701385,8.602433745,27.55923048,22.54836017,5.010870396,5.750973096,4.510292589,11.19639275,4.608881863,0.124305996,0.066923677,0.341767573,15.43484183,0.787213723,6.45570264,0.873864181,6.568672462,12.35271955,7.371274668,0.579150319,16.11260529,0.192871769,14.12577137,3.688847749,1.053407401,3.289435015,1.671999403,8.967378979,12.80348562,60.90566765,19.49037473,42.98869261,7.04451814,20.37649027,21.61753478,8.019608093,8.900238043,7.499149024,7.352547502,3.439234418,2.478958254,17.85461847,1.638539003,2.156219403,1.633062545,0.089979672,3.697266496,1.316024914,0.183284505,1.988116832,7.11436269,22.31094461,1.715958862,4.037822758,0.320664631,15.23712015,0.722252346,0.768997319,14.14688494,1.148039219,2.368213846,1.394431914,4.610129824,15.4378387
Estonia,1312,472.6152668,1.711539728,6.75E-22,6.75E-22,-1,-1,-1,0.378665115,0.16215458,1.13854376,1.470257297,0.10474691,0.392307602,-1,0.903886974,2.872815089,1.375701348,0.25812273,1.23899096,1.799441138,7.140350464,9.775129663,2.137931909,0.177349842,0.575389732,1.298692897,5.459375416,15.96147012,0.390199449,6.009074941,1.867814717,1.333048622,2.33603538,5.500433652,0.097728487,3.468006326,2.100275585,3.225313433,1.098946507,0.954989583,0.371614225,0.143250797,0.24952048,2.445740593,1.470084455,3.226978675,9.686856704,0.304652208,0.074281289,10.74761194,8.371362069,2.376249923,1.751641945,2.05145312,14.7364283,6.215640658,0.706641712,0.419272012,0.108846825,3.720851335,0.322108884,1.509220025,0.093521598,0.687609768,0.853002737,5.339126504,1.468018574,2.515965952,0.559981406,6.836444112,1.950550801,0.324019645,0.793545415,0.450664877,0.489057719,6.478749185,87.94674251,16.93823904,5.749523076,6.510760192,5.659250028,3.251119152,1.790452839,1.749430291,2.747521487,4.009547743,0.050042239,0.438436332,0.51730683,0.536703837,0.431772284,1.257779364,0.003217439,1.290348991,1.435882267,0.136916568,0.271941042,2.236736629,3.569012775,1.777128908,5.609305737,0.244073686,0.3833683,0.007559027,0.375138577,0.825087993,0.327585271,0.968746623,3.658130449,0.122623684,0.393355435
Ethiopia,102403,46507.40733,3497.973103,77.74959405,26.49891714,9.637125881,41.61355165,-1,74.18752007,847.2269222,2584.025876,1823.884256,1218.278929,42.84674168,2.537934753,484.2178526,55.28318569,37.86581973,12.53708755,4.880278171,53.00921727,51.64431905,127.8141767,42.4260631,15.77614908,12.60843497,9.486095202,17.66050991,58.63711414,2.577684383,327.0176471,180.2651134,7.948771832,97.64802959,35.251629,3.566628577,71.29409529,26.64784496,22.40856579,22.83293067,5.936230183,37.52645381,3.433935923,26.76680913,96.50447468,10.13366196,161.066535,528.7488377,102.6790434,67.27968569,548.1775904,450.5267527,97.65083843,110.8038049,84.81118486,287.4512822,104.0649145,3.843639239,2.113092404,6.586982789,307.5651707,15.98190659,123.2563245,16.68007083,128.210142,237.5179572,141.0541048,9.570732626,354.2459652,2.698800258,259.2831225,64.63288699,11.30885304,174.7733801,23.16785042,97.56868665,184.3509918,1191.262364,245.5108393,640.2035721,128.6152361,315.0307201,367.7267794,134.6843212,208.9925103,144.9618399,135.2868537,68.6975332,45.91501688,321.1834224,33.64092189,34.91548151,28.89721943,2.508554202,78.26985757,30.22364954,5.201123809,15.17397888,126.6387841,449.960287,35.43349683,92.96884113,6.723700177,371.9352964,16.99248788,21.87748313,350.7578321,21.89827751,47.60958334,21.70793106,101.2712438,224.5506112
